Passager_ID,Date_Heure_Debut_Parcours,Vol,Siege,Porte,Aeroport_Depart,Aeroport_Arrivee,Heure_Decollage,Heure_Atterrissage,Entree_Terminal,Enregistrement,Controle_Securite,Controle_Passeport,Duty_Free,Porte_Embarquement,Recuperation_Bagages,Sortie_Aeroport
P00308,2025-01-16 10:39:00,565m,26C,B5,CDG,JFK,2025-01-16 12:52:03.303860,2025-01-16 22:17:20.702913,4m,15m,21m,12m,25m,12m,22m,9m
P00309,2025-01-07 13:22:00,534m,39D,F29,LYS,JFK,2025-01-07 15:43:54.906311,2025-01-08 00:37:38.463943,10m,14m,29m,21m,11m,33m,27m,6m
P00310,2025-01-17 06:19:00,332m,14E,C13,BOD,MAD,2025-01-17 09:38:37.455182,2025-01-17 15:10:47.090934,11m,47m,15m,18m,17m,47m,29m,9m
P00311,2025-01-21 11:04:00,652m,6A,G24,ORY,MAD,2025-01-21 12:59:19.482472,2025-01-21 23:51:05.861930,3m,15m,29m,12m,17m,17m,18m,6m
P00312,2025-01-30 09:06:00,529m,23A,G10,LYS,FRA,2025-01-30 11:56:39.432559,2025-01-30 20:45:52.452392,7m,14m,28m,19m,38m,34m,30m,8m
P00313,2025-01-15 13:11:00,352m,2C,C11,LYS,JFK,2025-01-15 16:17:35.209860,2025-01-15 22:09:49.020526,5m,17m,34m,17m,26m,51m,21m,7m
P00314,2025-01-22 19:20:00,81m,4A,F27,NCE,BOD,2025-01-22 21:24:30.292339,2025-01-22 22:46:00.121967,11m,12m,23m,2m,18m,26m,18m,9m
P00315,2025-01-19 17:15:00,,10E,C5,CDG,JFK,2025-01-19 20:15:35.805658,2025-01-20 04:33:13.563890,7m,19m,28m,27m,34m,IN (12m),,
P00316,2025-01-16 00:25:00,310m,9F,B1,ORY,LHR,2025-01-16 02:06:57.980103,2025-01-16 07:17:09.700080,6m,18m,13m,9m,9m,30m,29m,9m
P00317,2025-01-21 08:30:00,447m,35B,G29,ORY,MAD,2025-01-21 11:14:45.859391,2025-01-21 18:41:26.171073,9m,18m,29m,11m,21m,32m,40m,8m
P00318,2025-01-06 02:47:00,491m,3C,F11,LYS,MAD,2025-01-06 04:56:21.674188,2025-01-06 13:06:55.465668,4m,17m,23m,18m,19m,16m,46m,9m
P00319,2025-01-25 14:07:00,427m,9F,B18,CDG,JFK,2025-01-25 16:23:08.811589,2025-01-25 23:30:06.598548,5m,17m,16m,16m,18m,18m,30m,11m
P00320,2025-01-18 19:30:00,445m,7C,G4,CDG,AMS,2025-01-18 22:19:29.995100,2025-01-19 05:44:17.837293,12m,29m,30m,12m,28m,41m,52m,17m
P00321,2025-01-29 01:10:00,109m,12E,A9,BOD,LYS,2025-01-29 03:10:45.908118,2025-01-29 04:59:32.074340,7m,29m,21m,5m,11m,21m,21m,2m
P00322,2025-01-20 07:47:00,650m,36F,G16,BOD,DXB,2025-01-20 10:51:02.755623,2025-01-20 21:41:30.878059,12m,24m,33m,14m,13m,43m,56m,5m
P00323,2025-01-08 17:52:00,462m,40C,G16,BOD,FCO,2025-01-08 20:15:58.254258,2025-01-09 03:57:41.877913,7m,21m,14m,15m,26m,36m,42m,10m
P00324,2025-01-23 12:27:00,445m,29E,C22,NCE,LHR,2025-01-23 14:21:04.724412,2025-01-23 21:46:06.516988,6m,15m,18m,10m,11m,29m,39m,7m
P00325,2025-01-25 06:43:00,728m,19C,F24,BOD,LHR,2025-01-25 10:05:15.962675,2025-01-25 22:13:25.986103,7m,45m,26m,16m,47m,47m,46m,10m
P00326,2025-01-27 10:27:00,,14D,C6,CDG,NCE,2025-01-27 12:08:07.412338,2025-01-27 14:40:14.041421,8m,14m,IN (9m),,,,,
P00327,2025-01-20 11:20:00,592m,25D,H15,LYS,FRA,2025-01-20 13:03:56.727246,2025-01-20 22:55:36.635830,3m,13m,30m,8m,9m,26m,29m,7m
P00328,2025-01-01 02:31:00,407m,1E,E26,LYS,FRA,2025-01-01 04:19:02.272939,2025-01-01 11:05:37.535390,8m,20m,28m,7m,12m,20m,34m,9m
P00329,2025-01-10 11:25:00,635m,32B,E8,LYS,MAD,2025-01-10 14:11:58.310501,2025-01-11 00:46:44.127435,9m,15m,46m,13m,24m,25m,32m,10m
P00330,2025-01-04 15:50:00,IN (321m),23B,A26,BOD,FRA,2025-01-04 17:52:31.683926,2025-01-05 00:46:41.733464,11m,14m,20m,8m,14m,23m,,
P00331,2025-01-25 05:33:00,106m,35B,H29,CDG,LYS,2025-01-25 07:35:30.659583,2025-01-25 09:21:18.245170,8m,12m,30m,4m,15m,42m,21m,9m
P00332,2025-01-17 14:42:00,301m,14B,G6,LYS,JFK,2025-01-17 16:55:55.058549,2025-01-17 21:57:09.869589,6m,19m,19m,15m,23m,23m,31m,8m
P00333,2025-01-14 04:59:00,79m,14D,G6,ORY,CDG,2025-01-14 06:58:19.250941,2025-01-14 08:17:37.842960,7m,9m,19m,2m,27m,19m,11m,7m
P00334,2025-01-08 18:13:00,97m,15D,E30,NCE,BOD,2025-01-08 20:52:21.232565,2025-01-08 22:29:34.172633,11m,23m,32m,3m,18m,29m,23m,15m
P00335,2025-01-02 11:12:00,,23A,A29,LYS,CDG,2025-01-02 13:16:30.789383,2025-01-02 15:44:02.109435,3m,10m,30m,4m,IN (25m),,,
P00336,2025-01-25 15:30:00,517m,30A,H25,BOD,LHR,2025-01-25 18:42:59.001493,2025-01-26 03:19:40.075400,9m,30m,25m,26m,28m,25m,56m,18m
P00337,2025-01-06 06:19:00,,19E,G18,NCE,LYS,2025-01-06 08:31:20.818505,2025-01-06 10:07:02.623871,IN (4m),,,,,,,
P00338,2025-01-08 17:47:00,525m,17B,F28,CDG,MAD,2025-01-08 20:25:16.130790,2025-01-09 05:10:41.390570,14m,53m,17m,10m,17m,31m,44m,11m
P00339,2025-01-05 15:32:00,,5F,C26,NCE,AMS,2025-01-05 17:14:44.809558,2025-01-06 02:45:11.348442,8m,IN (19m),,,,,,
P00340,2025-01-19 15:59:00,,1D,A16,ORY,JFK,2025-01-19 18:10:17.352660,2025-01-20 04:36:03.778902,5m,23m,13m,21m,IN (14m),,,
P00341,2025-01-08 12:19:00,116m,27A,G4,LYS,CDG,2025-01-08 13:47:26.225986,2025-01-08 15:43:47.427138,7m,12m,18m,4m,13m,21m,18m,11m
P00342,2025-01-10 15:58:00,57m,10B,C7,ORY,NCE,2025-01-10 17:52:59.364688,2025-01-10 18:49:36.476204,5m,9m,12m,4m,34m,27m,20m,8m
P00343,2025-01-29 16:52:00,103m,38B,F24,BOD,NCE,2025-01-29 19:00:39.908483,2025-01-29 20:44:03.317304,3m,16m,27m,4m,14m,18m,11m,12m
P00344,2025-01-23 10:10:00,88m,40C,A3,BOD,NCE,2025-01-23 12:42:34.811974,2025-01-23 14:10:46.131211,5m,16m,9m,5m,34m,42m,16m,6m
P00345,2025-01-13 02:01:00,67m,29D,F23,NCE,CDG,2025-01-13 04:18:44.928825,2025-01-13 05:25:21.712291,7m,10m,24m,3m,23m,21m,14m,5m
P00346,2025-01-10 12:19:00,94m,28C,C10,LYS,NCE,2025-01-10 14:36:47.358821,2025-01-10 16:10:45.836351,5m,10m,23m,5m,37m,31m,25m,6m
P00347,2025-01-12 06:07:00,61m,27A,B6,LYS,CDG,2025-01-12 08:48:47.195367,2025-01-12 09:49:31.996163,7m,41m,20m,5m,15m,47m,21m,8m
P00348,2025-01-15 12:29:00,352m,2B,A6,BOD,AMS,2025-01-15 15:03:15.295944,2025-01-15 20:55:04.647053,9m,23m,15m,18m,19m,23m,24m,15m
P00349,2025-01-24 18:10:00,372m,4F,D26,CDG,FCO,2025-01-24 20:24:40.290249,2025-01-25 02:36:53.043481,8m,16m,29m,25m,15m,22m,31m,21m
P00350,2025-01-03 00:51:00,418m,27B,F10,ORY,AMS,2025-01-03 03:21:49.501348,2025-01-03 10:19:40.709546,6m,16m,22m,17m,12m,33m,20m,4m
P00351,2025-01-23 18:51:00,313m,5E,H28,BOD,FCO,2025-01-23 20:55:18.704756,2025-01-24 02:08:01.033589,6m,16m,12m,24m,19m,24m,33m,19m
P00352,2025-01-10 18:37:00,585m,28A,H3,CDG,FCO,2025-01-10 22:03:22.675178,2025-01-11 07:48:28.822834,13m,24m,31m,6m,23m,65m,18m,9m
P00353,2025-01-16 01:34:00,292m,11D,D15,ORY,JFK,2025-01-16 03:31:26.892189,2025-01-16 08:23:38.066116,3m,14m,23m,5m,14m,30m,26m,7m
P00354,2025-01-30 21:00:00,341m,28F,E1,LYS,AMS,2025-01-30 23:13:09.754881,2025-01-31 04:54:20.618122,6m,21m,23m,9m,19m,41m,28m,7m
P00355,2025-01-24 13:47:00,80m,5E,B20,LYS,NCE,2025-01-24 16:07:00.100980,2025-01-24 17:26:50.070322,5m,18m,28m,4m,24m,22m,14m,11m
P00356,2025-01-13 16:35:00,77m,12A,B16,NCE,ORY,2025-01-13 19:01:46.012113,2025-01-13 20:18:41.793986,5m,12m,21m,6m,20m,50m,18m,8m
P00357,2025-01-04 06:58:00,96m,7B,A1,ORY,LYS,2025-01-04 09:32:07.104826,2025-01-04 11:07:51.375240,15m,14m,27m,12m,33m,37m,41m,11m
P00358,2025-01-04 19:19:00,399m,22E,A29,NCE,AMS,2025-01-04 22:25:54.829731,2025-01-05 05:05:09.941741,7m,23m,18m,19m,39m,34m,44m,5m
P00359,2025-01-21 02:43:00,572m,10D,C16,LYS,MAD,2025-01-21 04:43:31.219996,2025-01-21 14:15:07.775168,6m,33m,21m,7m,18m,14m,17m,7m
P00360,2025-01-14 06:04:00,538m,19A,H27,ORY,AMS,2025-01-14 08:40:55.552705,2025-01-14 17:38:58.347782,11m,17m,45m,12m,23m,22m,77m,6m
P00361,2025-01-22 15:01:00,,37E,A28,LYS,FRA,2025-01-22 17:43:40.087142,2025-01-22 22:41:43.973520,12m,33m,20m,IN (6m),,,,
P00362,2025-01-08 07:21:00,423m,4A,B9,BOD,FRA,2025-01-08 09:59:29.056178,2025-01-08 17:02:40.331804,4m,12m,13m,17m,15m,49m,IN (23m),
P00363,2025-01-18 00:17:00,559m,9A,B14,CDG,DXB,2025-01-18 03:18:47.489564,2025-01-18 12:38:14.942447,13m,13m,35m,12m,26m,33m,21m,12m
P00364,2025-01-01 11:19:00,83m,40B,C10,ORY,CDG,2025-01-01 13:31:29.820073,2025-01-01 14:54:24.898875,10m,14m,38m,3m,18m,18m,9m,9m
P00365,2025-01-22 21:12:00,88m,38B,E15,CDG,ORY,2025-01-22 23:04:01.669469,2025-01-23 00:32:07.051517,12m,8m,19m,5m,22m,18m,21m,18m
P00366,2025-01-16 20:46:00,652m,24E,H14,LYS,JFK,2025-01-16 23:15:50.333304,2025-01-17 10:07:40.080451,7m,25m,20m,13m,15m,23m,33m,7m
P00367,2025-01-16 13:27:00,60m,30B,B13,NCE,LYS,2025-01-16 15:24:41.449434,2025-01-16 16:24:56.815077,7m,5m,21m,4m,32m,35m,28m,7m
P00368,2025-01-26 02:35:00,123m,30A,D1,BOD,LYS,2025-01-26 04:53:05.295593,2025-01-26 06:56:07.041233,12m,17m,25m,7m,21m,30m,37m,9m
P00369,2025-01-04 00:26:00,392m,10A,G15,ORY,FRA,2025-01-04 03:06:42.177373,2025-01-04 09:38:40.549262,7m,18m,18m,17m,31m,37m,38m,9m
P00370,2025-01-15 02:45:00,398m,16D,C19,BOD,AMS,2025-01-15 04:47:03.354274,2025-01-15 11:25:02.066404,3m,11m,18m,5m,14m,21m,20m,7m
P00371,2025-01-01 06:27:00,522m,32F,D1,LYS,FCO,2025-01-01 08:40:12.963160,2025-01-01 17:21:59.877485,7m,15m,27m,18m,13m,35m,46m,25m
P00372,2025-01-08 07:06:00,292m,28A,D26,NCE,LHR,2025-01-08 09:32:04.015705,2025-01-08 14:23:57.213636,9m,16m,19m,17m,22m,16m,23m,7m
P00373,2025-01-05 10:07:00,560m,8F,D19,LYS,FRA,2025-01-05 12:24:14.892229,2025-01-05 21:44:31.314778,10m,22m,37m,6m,20m,27m,58m,6m
P00374,2025-01-14 03:44:00,421m,7A,E21,LYS,LHR,2025-01-14 05:43:35.321519,2025-01-14 12:44:10.253017,6m,17m,21m,23m,8m,19m,21m,8m
P00375,2025-01-05 07:11:00,62m,11B,D4,LYS,CDG,2025-01-05 10:17:36.297594,2025-01-05 11:19:44.271769,5m,20m,24m,9m,33m,54m,23m,7m
P00376,2025-01-05 08:01:00,73m,4C,G4,ORY,CDG,2025-01-05 10:22:41.076247,2025-01-05 11:35:41.636983,9m,8m,21m,5m,27m,30m,30m,11m
P00377,2025-01-03 19:45:00,493m,24F,A11,ORY,FCO,2025-01-03 22:40:34.244242,2025-01-04 06:53:39.367927,7m,19m,17m,23m,32m,28m,38m,13m
P00378,2025-01-25 08:44:00,406m,29B,B19,CDG,FRA,2025-01-25 12:01:51.858377,2025-01-25 18:47:23.388558,16m,28m,29m,17m,40m,29m,27m,19m
P00379,2025-01-12 04:25:00,441m,5D,G6,LYS,LHR,2025-01-12 06:41:09.135487,2025-01-12 14:02:33.026554,6m,15m,14m,14m,20m,25m,41m,12m
P00380,2025-01-03 07:29:00,113m,8E,F25,CDG,LYS,2025-01-03 09:50:35.091364,2025-01-03 11:43:24.020156,4m,19m,20m,4m,15m,35m,19m,9m
P00381,2025-01-20 16:32:00,,32F,E29,LYS,FRA,2025-01-20 18:45:49.152571,2025-01-20 23:58:13.901622,IN (1m),,,,,,,
P00382,2025-01-13 08:37:00,75m,24E,H29,BOD,NCE,2025-01-13 11:31:23.062889,2025-01-13 12:46:34.214805,7m,8m,33m,3m,40m,60m,26m,7m
P00383,2025-01-09 11:25:00,98m,23D,D25,NCE,CDG,2025-01-09 13:33:09.748278,2025-01-09 15:10:54.471133,4m,24m,16m,5m,18m,25m,35m,14m
P00384,2025-01-21 16:02:00,235m,29B,H20,BOD,DXB,2025-01-21 18:12:15.596493,2025-01-21 22:07:34.109734,5m,23m,25m,8m,10m,25m,35m,6m
P00385,2025-01-24 11:38:00,608m,20D,G22,NCE,AMS,2025-01-24 13:46:10.284991,2025-01-24 23:54:15.293913,10m,15m,16m,8m,36m,22m,38m,10m
P00386,2025-01-25 03:41:00,524m,23C,D11,NCE,FRA,2025-01-25 06:45:57.750214,2025-01-25 15:29:48.610906,7m,22m,19m,9m,40m,50m,28m,8m
P00387,2025-01-20 01:34:00,59m,20D,C3,BOD,LYS,2025-01-20 03:36:15.824510,2025-01-20 04:35:01.211970,7m,13m,15m,7m,17m,28m,36m,14m
P00388,2025-01-17 05:54:00,679m,10F,E13,ORY,FCO,2025-01-17 07:43:59.331443,2025-01-17 19:02:53.578923,4m,18m,15m,12m,13m,23m,22m,8m
P00389,2025-01-09 12:23:00,61m,8E,F20,BOD,CDG,2025-01-09 14:06:17.229906,2025-01-09 15:07:26.315568,5m,17m,19m,5m,17m,28m,21m,9m
P00390,2025-01-24 16:48:00,,7F,E5,BOD,LYS,2025-01-24 18:44:33.102930,2025-01-24 19:59:57.410475,7m,20m,11m,2m,18m,IN (4m),,
P00391,2025-01-16 20:12:00,577m,30B,A2,BOD,FRA,2025-01-16 22:10:43.877034,2025-01-17 07:48:01.814314,8m,20m,34m,15m,10m,12m,59m,21m
P00392,2025-01-25 00:06:00,83m,5D,C5,NCE,LYS,2025-01-25 02:11:24.974383,2025-01-25 03:34:24.500410,4m,23m,22m,4m,25m,22m,12m,13m
P00393,2025-01-05 10:42:00,397m,22C,H26,ORY,FCO,2025-01-05 12:31:14.092948,2025-01-05 19:08:17.320587,6m,18m,12m,12m,26m,23m,31m,8m
P00394,2025-01-27 15:51:00,350m,29A,C25,LYS,FCO,2025-01-27 17:57:30.790558,2025-01-27 23:47:10.681645,6m,10m,13m,7m,12m,37m,31m,6m
P00395,2025-01-20 16:06:00,58m,5B,F29,NCE,ORY,2025-01-20 17:37:04.543062,2025-01-20 18:34:49.006787,13m,7m,16m,4m,17m,23m,31m,5m
P00396,2025-01-25 12:37:00,70m,2F,G12,BOD,CDG,2025-01-25 14:36:30.340971,2025-01-25 15:46:16.045395,8m,12m,21m,6m,16m,19m,16m,8m
P00397,2025-01-20 16:49:00,399m,24F,A2,ORY,AMS,2025-01-20 19:48:21.748705,2025-01-21 02:27:21.395626,10m,22m,38m,24m,28m,34m,29m,8m
P00398,2025-01-15 05:11:00,314m,17C,G13,ORY,AMS,2025-01-15 08:29:38.829751,2025-01-15 13:43:14.410183,10m,11m,47m,18m,21m,42m,26m,14m
P00399,2025-01-22 03:12:00,310m,19B,G26,NCE,JFK,2025-01-22 04:49:44.557843,2025-01-22 09:59:52.445214,4m,11m,22m,8m,24m,19m,22m,9m
P00400,2025-01-05 16:12:00,,1C,G21,CDG,AMS,2025-01-05 17:55:31.778413,2025-01-05 22:38:29.709345,4m,IN (6m),,,,,,
P00401,2025-01-15 06:01:00,580m,32B,A16,NCE,FRA,2025-01-15 08:54:46.964606,2025-01-15 18:34:45.206238,8m,32m,21m,21m,25m,55m,39m,10m
P00402,2025-01-29 12:41:00,696m,40D,G9,LYS,FCO,2025-01-29 14:54:42.015253,2025-01-30 02:30:19.948290,5m,25m,13m,13m,30m,12m,25m,9m
P00403,2025-01-08 07:04:00,67m,13A,G8,BOD,LYS,2025-01-08 10:17:22.858728,2025-01-08 11:24:43.874909,4m,42m,23m,9m,27m,51m,31m,10m
P00404,2025-01-07 15:26:00,64m,34E,H1,BOD,ORY,2025-01-07 17:20:04.593934,2025-01-07 18:23:45.686473,6m,13m,32m,2m,25m,24m,22m,13m
P00405,2025-01-28 12:03:00,58m,3F,G2,ORY,CDG,2025-01-28 14:19:20.343648,2025-01-28 15:17:00.745757,4m,7m,26m,3m,21m,38m,18m,8m
P00406,2025-01-10 03:35:00,84m,31A,A21,NCE,CDG,2025-01-10 06:07:22.644299,2025-01-10 07:31:11.219287,7m,15m,25m,3m,28m,39m,11m,8m
P00407,2025-01-01 01:49:00,436m,19E,D6,NCE,MAD,2025-01-01 03:40:47.428092,2025-01-01 10:56:37.020688,7m,14m,15m,9m,16m,25m,26m,7m
P00408,2025-01-20 12:52:00,536m,1C,G29,CDG,MAD,2025-01-20 15:25:46.099281,2025-01-21 00:21:25.777676,5m,23m,20m,11m,35m,33m,35m,7m
P00409,2025-01-13 07:59:00,496m,37B,E16,ORY,AMS,2025-01-13 10:31:32.275575,2025-01-13 18:47:16.116707,7m,20m,20m,16m,22m,38m,35m,6m
P00410,2025-01-20 01:52:00,447m,28D,B8,CDG,FRA,2025-01-20 03:52:48.719928,2025-01-20 11:20:09.169459,6m,21m,21m,12m,22m,22m,IN (24m),
P00411,2025-01-24 19:59:00,,35D,C12,BOD,LHR,2025-01-24 22:45:30.372628,2025-01-25 06:45:54.893716,7m,21m,20m,IN (7m),,,,
P00412,2025-01-17 10:34:00,IN (249m),9A,B24,CDG,LHR,2025-01-17 12:26:12.792873,2025-01-17 19:19:23.214629,3m,9m,16m,11m,13m,29m,,
P00413,2025-01-18 11:29:00,553m,30A,G4,ORY,DXB,2025-01-18 14:21:33.173316,2025-01-18 23:34:19.526380,7m,25m,37m,13m,37m,24m,21m,10m
P00414,2025-01-21 21:50:00,113m,38F,C15,LYS,ORY,2025-01-22 00:02:35.184123,2025-01-22 01:55:52.135690,4m,11m,20m,3m,33m,19m,12m,8m
P00415,2025-01-25 15:47:00,471m,15C,F7,CDG,DXB,2025-01-25 18:01:58.749031,2025-01-26 01:53:11.547648,8m,32m,24m,15m,25m,16m,21m,7m
P00416,2025-01-06 12:37:00,65m,39C,E22,NCE,CDG,2025-01-06 14:58:51.140685,2025-01-06 16:03:31.315127,6m,9m,30m,3m,24m,41m,15m,8m
P00417,2025-01-01 08:06:00,267m,1D,E1,BOD,LHR,2025-01-01 10:48:18.813386,2025-01-01 15:15:07.853301,6m,17m,25m,16m,21m,37m,29m,10m
P00418,2025-01-17 14:35:00,113m,30D,A19,LYS,CDG,2025-01-17 16:41:05.525543,2025-01-17 18:34:16.172618,5m,5m,12m,6m,23m,37m,21m,6m
P00419,2025-01-06 01:07:00,IN (180m),25A,F12,BOD,LHR,2025-01-06 03:02:08.541495,2025-01-06 09:41:59.736829,12m,12m,18m,9m,14m,35m,,
P00420,2025-01-02 16:06:00,379m,5A,E2,BOD,FRA,2025-01-02 17:48:08.679102,2025-01-03 00:07:34.246459,4m,17m,18m,8m,24m,21m,24m,13m
P00421,2025-01-21 06:37:00,75m,37A,F3,NCE,LYS,2025-01-21 08:20:43.368915,2025-01-21 09:35:45.201381,5m,13m,18m,3m,11m,18m,20m,7m
P00422,2025-01-09 02:34:00,IN (47m),9C,H18,NCE,ORY,2025-01-09 04:10:47.407090,2025-01-09 05:43:05.885532,4m,11m,15m,5m,12m,25m,,
P00423,2025-01-19 00:55:00,302m,1E,H8,ORY,FRA,2025-01-19 02:59:40.605602,2025-01-19 08:01:30.368717,6m,18m,12m,9m,22m,12m,22m,5m
P00424,2025-01-05 01:30:00,IN (27m),31A,G8,ORY,BOD,2025-01-05 04:01:36.343231,2025-01-05 05:38:10.280238,6m,13m,33m,4m,35m,47m,,
P00425,2025-01-06 20:51:00,508m,34C,H20,LYS,MAD,2025-01-06 23:56:07.096726,2025-01-07 08:24:25.597352,9m,35m,42m,17m,12m,24m,23m,10m
P00426,2025-01-16 16:11:00,97m,14C,C1,NCE,CDG,2025-01-16 18:26:24.522149,2025-01-16 20:03:50.929510,5m,14m,25m,4m,27m,29m,21m,10m
P00427,2025-01-28 14:25:00,534m,19E,D24,NCE,FCO,2025-01-28 16:50:57.911737,2025-01-29 01:45:12.262467,6m,18m,7m,11m,23m,32m,28m,8m
P00428,2025-01-24 08:27:00,445m,22F,F11,BOD,AMS,2025-01-24 10:55:06.701567,2025-01-24 18:20:01.437913,7m,11m,36m,7m,21m,32m,29m,6m
P00429,2025-01-07 02:31:00,468m,22F,H21,ORY,FRA,2025-01-07 04:18:38.417309,2025-01-07 12:06:26.687848,8m,15m,23m,7m,7m,28m,33m,7m
P00430,2025-01-17 00:39:00,76m,19C,G20,LYS,NCE,2025-01-17 02:40:01.174217,2025-01-17 03:56:11.753818,9m,12m,20m,10m,19m,14m,11m,6m
P00431,2025-01-19 05:21:00,616m,30A,E8,CDG,MAD,2025-01-19 07:44:09.418738,2025-01-19 17:59:54.903631,9m,19m,28m,18m,22m,26m,27m,10m
P00432,2025-01-14 17:31:00,80m,37C,H7,ORY,NCE,2025-01-14 19:29:40.359571,2025-01-14 20:49:23.427196,12m,19m,11m,7m,21m,39m,22m,10m
P00433,2025-01-08 21:30:00,433m,4E,D16,BOD,AMS,2025-01-08 23:31:59.677945,2025-01-09 06:44:36.879168,7m,11m,13m,23m,13m,36m,23m,8m
P00434,2025-01-03 10:02:00,418m,40B,G24,NCE,FCO,2025-01-03 12:24:17.753189,2025-01-03 19:22:29.077309,6m,14m,27m,12m,13m,51m,29m,7m
P00435,2025-01-21 10:40:00,52m,32E,F30,CDG,NCE,2025-01-21 13:03:00.107841,2025-01-21 13:55:28.444782,6m,12m,24m,3m,20m,30m,18m,8m
P00436,2025-01-11 13:41:00,471m,23F,C17,LYS,FCO,2025-01-11 15:45:09.082540,2025-01-11 23:35:49.846768,6m,20m,20m,19m,14m,22m,50m,4m
P00437,2025-01-11 16:19:00,68m,11E,H12,ORY,BOD,2025-01-11 18:20:17.564902,2025-01-11 19:28:46.922545,4m,11m,21m,5m,15m,36m,14m,7m
P00438,2025-01-03 06:58:00,66m,2E,B29,CDG,BOD,2025-01-03 08:57:18.348515,2025-01-03 10:03:37.792710,7m,17m,18m,5m,21m,31m,23m,IN (8m)
P00439,2025-01-04 01:09:00,71m,6B,H23,NCE,CDG,2025-01-04 03:46:08.329966,2025-01-04 04:56:51.116925,4m,16m,28m,6m,16m,40m,24m,IN (4m)
P00440,2025-01-12 10:16:00,,35B,A18,LYS,NCE,2025-01-12 12:49:50.116932,2025-01-12 14:35:42.734984,9m,21m,16m,IN (2m),,,,
P00441,2025-01-27 17:14:00,550m,33F,H3,BOD,AMS,2025-01-27 19:42:23.753027,2025-01-28 04:52:21.952997,6m,18m,17m,10m,38m,21m,29m,9m
P00442,2025-01-24 01:37:00,86m,13A,C2,NCE,ORY,2025-01-24 03:32:13.148545,2025-01-24 04:58:41.797059,4m,8m,16m,4m,10m,26m,17m,10m
P00443,2025-01-07 06:17:00,70m,33E,A15,BOD,CDG,2025-01-07 09:03:05.314074,2025-01-07 10:12:58.669784,9m,21m,17m,6m,27m,56m,24m,17m
P00444,2025-01-12 01:01:00,384m,21E,B21,ORY,AMS,2025-01-12 03:46:22.864732,2025-01-12 10:10:44.099895,6m,12m,46m,12m,25m,24m,26m,5m
P00445,2025-01-01 14:34:00,299m,8D,F10,BOD,MAD,2025-01-01 16:49:06.109208,2025-01-01 21:47:44.104471,9m,11m,22m,16m,17m,14m,35m,5m
P00446,2025-01-25 17:04:00,436m,33C,D9,CDG,AMS,2025-01-25 19:48:21.333809,2025-01-26 03:04:49.127555,8m,12m,26m,22m,21m,40m,54m,6m
P00447,2025-01-26 06:09:00,76m,32C,D10,BOD,ORY,2025-01-26 08:59:23.597563,2025-01-26 10:14:59.343736,11m,27m,19m,4m,43m,40m,26m,5m
P00448,2025-01-07 18:25:00,80m,34F,A6,LYS,ORY,2025-01-07 21:15:22.637864,2025-01-07 22:35:38.747065,13m,34m,15m,5m,20m,36m,23m,16m
P00449,2025-01-14 08:44:00,419m,4D,F21,ORY,MAD,2025-01-14 11:20:50.335706,2025-01-14 18:20:05.981580,10m,19m,35m,14m,23m,25m,44m,8m
P00450,2025-01-24 21:39:00,381m,10D,G1,CDG,LHR,2025-01-24 23:05:14.316711,2025-01-25 05:26:30.660291,4m,9m,11m,13m,17m,19m,20m,13m
P00451,2025-01-30 02:23:00,223m,1F,H28,ORY,MAD,2025-01-30 04:16:54.205377,2025-01-30 07:59:40.503765,5m,13m,28m,16m,13m,18m,37m,8m
P00452,2025-01-11 13:16:00,66m,38A,F7,LYS,BOD,2025-01-11 15:18:48.499948,2025-01-11 16:24:37.657929,10m,10m,12m,4m,12m,28m,10m,16m
P00453,2025-01-22 17:08:00,77m,38D,E27,NCE,LYS,2025-01-22 19:39:52.633428,2025-01-22 20:57:04.460423,10m,21m,26m,6m,33m,36m,14m,13m
P00454,2025-01-23 13:20:00,702m,9A,H12,NCE,FRA,2025-01-23 14:56:00.715828,2025-01-24 02:37:32.345487,5m,16m,22m,10m,8m,13m,17m,11m
P00455,2025-01-25 04:23:00,90m,17E,B24,ORY,BOD,2025-01-25 06:48:25.927849,2025-01-25 08:18:50.258459,8m,22m,20m,8m,16m,35m,13m,9m
P00456,2025-01-09 08:40:00,58m,21B,H21,BOD,LYS,2025-01-09 11:45:09.249399,2025-01-09 12:42:39.967158,6m,40m,16m,4m,21m,67m,27m,11m
P00457,2025-01-02 10:06:00,309m,7F,B19,LYS,FCO,2025-01-02 12:04:27.679904,2025-01-02 17:13:33.002318,5m,15m,11m,14m,11m,27m,21m,12m
P00458,2025-01-03 01:27:00,453m,17E,B10,NCE,MAD,2025-01-03 03:37:06.054315,2025-01-03 11:10:14.307543,7m,21m,25m,12m,18m,28m,31m,8m
P00459,2025-01-25 06:46:00,553m,40F,H5,NCE,FCO,2025-01-25 08:40:30.473611,2025-01-25 17:53:34.163535,11m,11m,24m,20m,10m,26m,57m,13m
P00460,2025-01-16 08:43:00,89m,34A,G14,CDG,LYS,2025-01-16 11:11:53.302034,2025-01-16 12:40:52.267339,8m,12m,45m,7m,31m,29m,18m,14m
P00461,2025-01-21 18:58:00,311m,29E,B8,LYS,JFK,2025-01-21 22:10:38.202477,2025-01-22 03:22:06.066631,13m,26m,61m,12m,17m,50m,34m,10m
