passenger_id,airport,flight_type,entry_time,current_step,time_spent_current_step,active_users_in_step,avg_step_duration,target_time_remaining,event_observed
P01520,CDG,domestic,2025-01-23T07:33,2,19.97,27,10.95,2.74,0
P01521,BOD,domestic,2025-01-23T00:51,6,9.76,38,24.04,24.01,1
P01522,LHR,international,2025-01-02T05:13,3,2.39,46,18.06,5.64,0
P01523,BOD,domestic,2025-01-08T16:45,1,0.5,27,4.19,4.77,1
P01524,LYS,domestic,2025-01-30T05:41,6,11.71,33,22.93,14.09,1
P01525,BOD,domestic,2025-01-14T07:01,3,14.91,46,24.21,0.87,1
P01526,CDG,domestic,2025-01-09T22:32,6,15.08,37,22.66,4.54,1
P01527,ORY,domestic,2025-01-28T11:42,4,5.17,29,5.72,0.72,1
P01528,LHR,international,2025-01-09T06:59,7,277.25,90,376.68,159.02,1
P01529,MAD,international,2025-01-18T00:04,5,3.47,44,23.33,28.37,1
P01530,FCO,international,2025-01-14T16:33,6,16.98,39,28.98,12.29,1
P01531,LHR,international,2025-01-15T09:09,8,2.84,37,41.36,17.03,1
P01532,LYS,domestic,2025-01-03T23:58,7,10.85,97,110.77,90.47,1
P01533,DXB,international,2025-01-22T02:54,1,3.94,26,6.84,0.5,1
P01534,JFK,international,2025-01-27T03:32,1,1.29,17,9.21,7.03,1
P01535,LYS,domestic,2025-01-16T08:28,3,19.29,51,15.22,7.52,1
P01536,CDG,domestic,2025-01-08T20:09,4,6.61,27,6.76,0.5,0
P01537,NCE,domestic,2025-01-19T03:46,4,3.46,22,3.07,0.53,1
P01538,MAD,international,2025-01-27T15:40,7,398.16,75,577.73,123.93,1
P01539,FCO,international,2025-01-02T19:44,3,5.7,44,28.47,15.7,1
P01540,FCO,international,2025-01-03T11:00,6,23.03,22,28.41,5.39,1
P01541,CDG,domestic,2025-01-16T07:26,2,14.28,11,13.38,8.04,1
P01542,DXB,international,2025-01-01T01:02,5,2.79,40,30.07,9.23,1
P01543,FRA,international,2025-01-08T16:13,3,8.79,40,21.5,3.5,1
P01544,JFK,international,2025-01-19T03:17,3,6.74,68,19.97,10.78,1
P01545,FCO,international,2025-01-18T04:10,5,12.12,31,18.64,3.05,0
P01546,CDG,domestic,2025-01-17T18:15,2,6.59,26,18.6,7.68,1
P01547,CDG,domestic,2025-01-28T21:48,7,52.98,71,81.13,80.71,1
P01548,MAD,international,2025-01-16T04:24,4,5.06,29,12.35,7.98,1
P01549,NCE,domestic,2025-01-06T22:07,5,11.92,37,18.14,18.83,1
P01550,CDG,domestic,2025-01-19T20:36,2,3.35,27,28.56,16.57,1
P01551,LHR,international,2025-01-28T21:06,1,4.38,29,10.6,0.5,0
P01552,JFK,international,2025-01-29T05:08,6,14.54,37,33.18,6.02,1
P01553,MAD,international,2025-01-07T11:40,6,21.53,27,24.82,8.51,1
P01554,LHR,international,2025-01-28T05:19,8,34.64,28,29.1,6.99,0
P01555,LYS,domestic,2025-01-02T14:41,3,8.8,31,17.33,3.55,1
P01556,ORY,domestic,2025-01-08T01:19,6,15.76,38,22.15,12.57,1
P01557,AMS,international,2025-01-11T13:56,2,9.55,21,20.03,17.91,1
P01558,MAD,international,2025-01-10T07:44,1,12.12,33,12.61,5.65,1
P01559,AMS,international,2025-01-09T08:22,1,1.76,31,5.67,4.24,1
P01560,DXB,international,2025-01-10T23:54,2,6.56,16,17.29,4.14,1
P01561,JFK,international,2025-01-29T23:06,5,13.01,43,25.69,7.32,1
P01562,CDG,domestic,2025-01-09T23:51,2,0.5,16,6.75,6.05,1
P01563,NCE,domestic,2025-01-29T17:23,1,5.78,27,6.51,0.79,1
P01564,ORY,domestic,2025-01-24T01:09,4,2.87,16,3.68,1.66,1
P01565,FRA,international,2025-01-13T14:08,5,0.93,34,13.35,15.21,1
P01566,JFK,international,2025-01-11T14:25,7,327.81,94,389.52,62.79,1
P01567,FCO,international,2025-01-17T05:47,6,13.2,27,27.07,11.55,1
P01568,FRA,international,2025-01-05T05:13,1,3.09,19,7.04,2.66,1
P01569,AMS,international,2025-01-15T02:41,7,271.38,85,661.22,119.39,0
P01570,LYS,domestic,2025-01-02T18:43,4,3.13,33,4.88,3.48,1
P01571,MAD,international,2025-01-25T20:20,5,37.2,54,31.66,2.73,1
P01572,ORY,domestic,2025-01-01T02:25,6,5.47,25,24.4,4.45,1
P01573,NCE,domestic,2025-01-20T05:41,1,4.49,18,6.11,0.54,0
P01574,FRA,international,2025-01-06T06:47,8,10.0,41,35.64,23.16,0
P01575,LYS,domestic,2025-01-03T22:59,4,2.27,16,4.67,0.5,1
P01576,MAD,international,2025-01-24T01:18,6,23.18,31,23.76,4.12,1
P01577,CDG,domestic,2025-01-28T19:09,6,10.86,32,35.69,36.01,1
P01578,BOD,domestic,2025-01-02T17:52,2,2.13,22,13.68,6.69,1
P01579,JFK,international,2025-01-14T14:07,3,19.08,42,23.25,37.76,1
P01580,JFK,international,2025-01-15T08:26,3,7.21,56,24.1,8.66,1
P01581,ORY,domestic,2025-01-11T00:28,4,3.98,41,4.62,1.71,1
P01582,DXB,international,2025-01-30T01:26,3,30.43,38,15.58,7.25,1
P01583,CDG,domestic,2025-01-25T11:45,2,2.16,19,9.12,23.25,1
P01584,FCO,international,2025-01-17T05:59,9,1.13,16,12.96,8.18,1
P01585,NCE,domestic,2025-01-07T12:59,6,12.37,35,27.55,14.6,1
P01586,JFK,international,2025-01-06T07:06,3,9.9,56,21.5,13.76,1
P01587,CDG,domestic,2025-01-14T15:05,8,6.13,25,20.26,11.55,1
P01588,JFK,international,2025-01-16T16:58,5,8.16,27,24.73,19.71,1
P01589,DXB,international,2025-01-09T21:25,9,5.44,7,7.43,8.09,1
P01590,AMS,international,2025-01-08T19:19,4,0.72,31,9.34,7.57,1
P01591,JFK,international,2025-01-12T04:06,2,8.34,20,12.71,2.72,1
P01592,LHR,international,2025-01-30T22:59,5,10.76,41,19.66,17.36,1
P01593,LYS,domestic,2025-01-12T21:30,3,11.4,46,18.48,2.11,0
P01594,JFK,international,2025-01-07T13:49,4,8.98,29,15.61,12.64,1
P01595,JFK,international,2025-01-17T01:51,4,2.43,16,10.89,7.07,1
P01596,CDG,domestic,2025-01-03T10:01,6,0.91,32,32.1,14.81,1
P01597,LHR,international,2025-01-02T16:26,8,21.3,37,42.21,4.9,0
P01598,JFK,international,2025-01-24T14:14,3,7.55,36,17.62,11.7,1
P01599,ORY,domestic,2025-01-25T23:06,2,3.3,19,13.52,14.59,1
P01600,LYS,domestic,2025-01-07T13:07,6,16.28,34,25.09,9.26,1
P01601,CDG,domestic,2025-01-02T23:49,3,9.5,38,20.1,6.76,1
P01602,FRA,international,2025-01-15T01:36,6,2.53,29,24.77,17.7,1
P01603,FRA,international,2025-01-19T09:22,4,3.79,27,11.18,11.91,1
P01604,MAD,international,2025-01-24T17:39,9,3.27,29,11.43,4.1,1
P01605,BOD,domestic,2025-01-09T22:17,8,15.88,31,18.88,2.29,1
P01606,FCO,international,2025-01-12T20:03,7,834.06,137,590.61,93.08,0
P01607,NCE,domestic,2025-01-22T07:50,2,1.78,17,15.91,32.44,1
P01608,FRA,international,2025-01-01T04:00,5,4.23,28,17.33,20.23,1
P01609,LYS,domestic,2025-01-16T21:52,1,6.09,18,5.66,1.27,1
P01610,BOD,domestic,2025-01-13T09:18,5,17.12,47,30.1,4.3,1
P01611,AMS,international,2025-01-04T15:58,9,4.61,33,14.5,3.71,0
P01612,FCO,international,2025-01-09T17:02,4,2.24,28,15.85,7.26,0
P01613,FRA,international,2025-01-08T23:45,1,4.69,30,5.55,5.86,1
P01614,BOD,domestic,2025-01-01T20:11,6,22.76,38,23.18,21.53,1
P01615,JFK,international,2025-01-05T19:25,4,18.76,26,18.6,3.23,1
P01616,JFK,international,2025-01-14T11:08,3,7.07,32,19.03,12.58,1
P01617,CDG,domestic,2025-01-05T18:45,3,7.85,43,32.29,12.14,1
P01618,MAD,international,2025-01-13T15:22,6,11.57,24,35.46,20.19,1
P01619,AMS,international,2025-01-30T16:51,3,25.15,41,19.85,24.88,1
P01620,LYS,domestic,2025-01-21T04:52,3,7.34,40,15.4,15.38,1
P01621,NCE,domestic,2025-01-06T22:58,6,16.35,35,27.3,3.76,1
P01622,BOD,domestic,2025-01-03T15:39,4,2.08,17,5.22,0.89,1
P01623,JFK,international,2025-01-30T17:11,6,28.75,18,23.32,3.68,1
P01624,MAD,international,2025-01-25T18:02,7,322.93,93,641.75,315.34,1
P01625,LYS,domestic,2025-01-02T12:55,8,5.51,18,26.8,8.17,1
P01626,ORY,domestic,2025-01-25T22:13,6,3.49,45,30.36,15.32,0
P01627,LHR,international,2025-01-02T03:48,2,11.81,14,11.26,2.29,1
P01628,DXB,international,2025-01-23T20:10,1,3.19,36,6.83,0.5,0
P01629,AMS,international,2025-01-02T18:45,5,13.81,35,14.14,8.21,1
P01630,JFK,international,2025-01-23T19:34,2,8.89,19,17.32,7.17,1
P01631,MAD,international,2025-01-21T04:55,3,4.47,39,13.75,9.2,1
P01632,JFK,international,2025-01-27T06:22,6,5.1,35,31.92,20.76,1
P01633,NCE,domestic,2025-01-08T07:44,2,2.83,27,11.08,5.3,1
P01634,DXB,international,2025-01-22T08:22,1,1.19,28,10.35,2.05,1
P01635,FCO,international,2025-01-03T04:41,1,4.73,20,4.54,1.83,1
P01636,NCE,domestic,2025-01-22T23:20,3,1.07,48,19.09,11.06,1
P01637,LHR,international,2025-01-12T08:30,3,11.28,56,32.24,9.97,0
P01638,DXB,international,2025-01-20T23:17,4,1.83,21,19.01,6.41,1
P01639,ORY,domestic,2025-01-20T02:49,3,10.19,29,24.26,12.23,1
P01640,FRA,international,2025-01-10T10:04,1,2.35,26,7.95,3.68,1
P01641,DXB,international,2025-01-20T10:12,4,7.16,13,9.03,0.93,1
P01642,FRA,international,2025-01-01T09:52,2,10.21,17,22.85,2.98,1
P01643,FCO,international,2025-01-24T08:25,4,5.75,17,20.37,7.12,1
P01644,AMS,international,2025-01-26T12:59,3,27.67,37,19.26,17.64,1
P01645,ORY,domestic,2025-01-05T02:27,1,3.87,26,6.49,1.59,0
P01646,LHR,international,2025-01-28T00:38,4,11.43,19,10.98,7.62,1
P01647,FCO,international,2025-01-03T05:07,4,9.5,26,13.24,4.65,0
P01648,FCO,international,2025-01-04T19:32,6,14.64,35,38.04,13.61,1
P01649,MAD,international,2025-01-04T11:38,1,2.74,25,8.92,3.38,1
P01650,FCO,international,2025-01-09T17:51,4,3.13,32,23.15,1.89,1
P01651,FRA,international,2025-01-01T20:57,4,14.12,30,14.01,1.1,0
P01652,MAD,international,2025-01-07T13:40,4,12.22,28,12.95,3.45,0
P01653,BOD,domestic,2025-01-23T23:02,4,0.92,21,5.54,1.34,1
P01654,FCO,international,2025-01-18T03:30,1,1.28,38,12.93,6.21,1
P01655,DXB,international,2025-01-03T07:53,3,8.78,57,29.2,24.38,1
P01656,FRA,international,2025-01-03T00:21,1,6.52,20,8.73,3.0,1
P01657,FRA,international,2025-01-22T20:07,2,7.69,22,19.02,10.63,1
P01658,DXB,international,2025-01-19T07:46,4,16.65,31,23.63,22.57,1
P01659,BOD,domestic,2025-01-19T21:50,2,8.03,11,10.35,0.5,1
P01660,CDG,domestic,2025-01-11T03:42,3,4.23,37,15.44,4.72,0
P01661,JFK,international,2025-01-13T22:07,2,4.09,19,14.83,40.12,1
P01662,MAD,international,2025-01-08T17:04,4,7.83,24,13.16,5.72,1
P01663,NCE,domestic,2025-01-27T05:21,6,20.23,21,25.72,6.31,0
P01664,NCE,domestic,2025-01-06T16:35,5,7.8,39,15.73,1.34,1
P01665,MAD,international,2025-01-06T05:32,5,11.63,25,16.6,19.7,1
P01666,BOD,domestic,2025-01-27T18:05,4,2.11,31,4.89,1.47,1
P01667,DXB,international,2025-01-12T23:04,5,10.26,47,16.73,6.12,1
P01668,AMS,international,2025-01-01T02:16,4,3.14,20,11.47,5.99,1
P01669,FRA,international,2025-01-08T16:08,3,18.67,36,23.11,2.06,1
P01670,MAD,international,2025-01-12T09:42,6,4.65,57,48.78,49.03,1
P01671,NCE,domestic,2025-01-06T04:19,8,18.78,24,16.86,2.94,0
P01672,MAD,international,2025-01-05T01:10,1,7.86,25,7.91,0.68,0
P01673,DXB,international,2025-01-17T00:41,8,8.68,25,35.52,12.08,1
P01674,FCO,international,2025-01-14T08:26,1,3.34,23,7.85,3.52,1
P01675,CDG,domestic,2025-01-14T17:43,3,24.35,47,27.97,4.46,1
P01676,LHR,international,2025-01-10T22:14,5,5.08,47,20.23,7.14,0
P01677,AMS,international,2025-01-26T07:06,5,14.26,41,20.18,3.13,1
P01678,BOD,domestic,2025-01-05T22:47,2,5.2,23,10.58,8.87,1
P01679,JFK,international,2025-01-28T13:51,6,24.49,22,24.13,18.9,1
P01680,NCE,domestic,2025-01-23T02:28,5,5.64,38,18.9,19.45,1
P01681,FRA,international,2025-01-25T21:03,6,14.41,35,34.43,2.0,0
P01682,JFK,international,2025-01-24T22:47,1,7.18,16,8.99,1.5,1
P01683,LHR,international,2025-01-05T15:24,6,15.54,31,29.66,1.45,1
P01684,MAD,international,2025-01-22T23:53,6,16.24,31,30.5,4.09,0
P01685,LYS,domestic,2025-01-04T01:17,4,2.88,29,4.28,2.1,1
P01686,DXB,international,2025-01-03T10:34,1,1.22,30,6.88,6.74,1
P01687,CDG,domestic,2025-01-30T20:25,6,8.72,27,35.76,34.21,1
P01688,CDG,domestic,2025-01-12T17:29,3,13.17,59,21.13,2.04,1
P01689,CDG,domestic,2025-01-07T20:57,5,16.43,34,19.79,3.58,0
P01690,BOD,domestic,2025-01-18T05:19,6,19.22,28,23.18,16.71,1
P01691,CDG,domestic,2025-01-26T16:14,3,5.02,50,14.56,9.0,1
P01692,FCO,international,2025-01-24T02:40,6,5.99,22,25.7,23.87,1
P01693,AMS,international,2025-01-01T04:38,7,278.51,83,359.53,148.17,0
P01694,LHR,international,2025-01-05T21:09,1,5.28,34,5.73,3.63,1
P01695,BOD,domestic,2025-01-04T15:44,1,2.99,32,5.94,6.87,1
P01696,AMS,international,2025-01-19T18:44,1,12.03,38,8.73,7.17,1
P01697,LYS,domestic,2025-01-29T05:20,3,12.85,31,21.37,3.2,1
P01698,FRA,international,2025-01-26T09:09,6,45.97,29,36.78,3.02,1
P01699,BOD,domestic,2025-01-26T13:28,6,19.39,31,34.05,4.64,1
P01700,ORY,domestic,2025-01-10T18:28,5,11.65,39,17.94,10.2,1
P01701,ORY,domestic,2025-01-01T19:29,9,7.29,25,8.73,6.11,1
P01702,FCO,international,2025-01-15T01:02,9,3.97,18,6.84,4.98,1
P01703,NCE,domestic,2025-01-06T17:32,7,25.23,116,92.37,21.51,1
P01704,AMS,international,2025-01-07T11:58,2,13.19,16,13.47,4.51,0
P01705,AMS,international,2025-01-23T01:32,5,2.75,36,16.53,5.56,0
P01706,AMS,international,2025-01-04T08:31,3,6.26,60,27.27,12.52,1
P01707,LHR,international,2025-01-19T06:18,3,21.43,59,26.35,19.15,1
P01708,AMS,international,2025-01-21T19:45,5,19.87,43,31.46,6.35,1
P01709,FRA,international,2025-01-05T19:33,5,17.38,55,34.35,9.19,1
P01710,NCE,domestic,2025-01-04T21:33,1,7.66,25,6.59,1.82,1
P01711,AMS,international,2025-01-30T06:23,7,183.36,114,679.21,831.89,1
P01712,JFK,international,2025-01-10T09:08,7,516.32,119,540.15,166.55,1
P01713,LHR,international,2025-01-04T20:01,4,21.62,31,16.46,8.54,1
P01714,BOD,domestic,2025-01-29T18:02,6,12.67,37,27.83,26.21,1
P01715,DXB,international,2025-01-12T22:02,9,0.5,18,8.16,4.65,1
P01716,BOD,domestic,2025-01-21T11:04,6,32.51,41,19.58,11.6,1
P01717,FCO,international,2025-01-18T05:41,5,11.1,36,22.29,5.11,1
P01718,AMS,international,2025-01-13T21:33,1,3.83,24,8.21,3.01,1
P01719,MAD,international,2025-01-16T12:17,5,28.4,38,25.35,3.9,1
P01720,CDG,domestic,2025-01-17T15:27,6,1.93,30,34.17,18.09,0
P01721,CDG,domestic,2025-01-29T18:04,2,6.62,27,16.35,7.2,1
P01722,NCE,domestic,2025-01-09T20:21,2,13.36,18,14.77,2.47,1
P01723,FCO,international,2025-01-10T16:20,6,11.21,22,20.79,14.15,1
P01724,LYS,domestic,2025-01-03T16:34,3,25.14,41,14.02,0.68,0
P01725,NCE,domestic,2025-01-10T09:47,2,11.02,23,11.25,2.39,1
P01726,FRA,international,2025-01-24T15:04,3,23.74,44,26.89,6.63,1
P01727,DXB,international,2025-01-04T14:38,1,12.16,39,8.45,2.08,1
P01728,JFK,international,2025-01-07T18:06,3,21.19,56,24.69,3.55,0
P01729,AMS,international,2025-01-23T15:50,3,4.01,40,22.03,19.85,1
P01730,ORY,domestic,2025-01-14T00:32,7,83.99,84,60.35,10.71,1
P01731,CDG,domestic,2025-01-25T04:17,7,24.12,77,72.19,61.41,1
P01732,MAD,international,2025-01-19T08:33,6,22.65,39,45.27,14.39,0
P01733,DXB,international,2025-01-08T00:52,6,1.55,23,27.57,4.72,1
P01734,ORY,domestic,2025-01-26T11:45,4,3.97,19,4.36,0.5,1
P01735,LHR,international,2025-01-13T09:07,5,33.6,50,24.34,9.27,1
P01736,DXB,international,2025-01-28T04:17,3,24.86,38,24.07,5.3,1
P01737,LHR,international,2025-01-29T01:57,7,447.37,88,325.99,226.84,1
P01738,NCE,domestic,2025-01-30T23:13,3,3.29,26,25.91,28.38,1
P01739,CDG,domestic,2025-01-04T22:20,5,25.19,45,18.44,14.31,1
P01740,NCE,domestic,2025-01-16T18:44,1,2.86,32,7.06,1.14,0
P01741,FRA,international,2025-01-05T04:32,5,15.39,50,18.86,4.35,1
P01742,NCE,domestic,2025-01-22T03:13,1,3.4,25,4.36,1.51,1
P01743,MAD,international,2025-01-04T01:59,1,2.64,33,7.89,8.49,1
P01744,CDG,domestic,2025-01-23T06:49,6,2.5,39,18.5,14.58,1
P01745,BOD,domestic,2025-01-07T17:47,1,1.93,27,7.5,2.73,1
P01746,LYS,domestic,2025-01-19T03:45,3,15.72,42,23.93,0.84,1
P01747,DXB,international,2025-01-18T05:58,4,7.35,32,13.63,0.5,1
P01748,ORY,domestic,2025-01-17T21:34,6,12.15,32,34.09,23.33,1
P01749,FRA,international,2025-01-29T15:15,6,2.31,24,27.85,21.92,1
P01750,FCO,international,2025-01-22T12:10,4,9.85,19,11.22,2.67,1
P01751,CDG,domestic,2025-01-13T10:42,2,7.24,14,11.68,1.4,1
P01752,AMS,international,2025-01-08T15:54,5,4.43,34,16.24,24.73,1
P01753,JFK,international,2025-01-19T07:26,3,5.11,43,23.24,25.79,1
P01754,FRA,international,2025-01-29T16:35,5,4.46,32,27.05,18.3,1
P01755,DXB,international,2025-01-04T11:24,1,6.2,31,6.07,0.8,1
P01756,CDG,domestic,2025-01-13T20:18,1,3.55,33,9.86,1.75,1
P01757,MAD,international,2025-01-08T19:35,7,244.87,76,466.54,163.92,1
P01758,FCO,international,2025-01-10T04:42,3,6.06,45,26.04,11.97,1
P01759,NCE,domestic,2025-01-30T00:34,5,17.17,29,16.31,1.67,1
P01760,DXB,international,2025-01-23T19:44,1,2.63,24,8.66,1.59,1
P01761,CDG,domestic,2025-01-30T17:43,8,3.66,34,24.22,19.37,1
P01762,LHR,international,2025-01-07T20:06,7,184.49,85,540.06,294.71,1
P01763,JFK,international,2025-01-05T00:14,3,3.54,42,16.53,13.69,1
P01764,BOD,domestic,2025-01-05T12:06,3,14.71,34,21.32,12.17,0
P01765,ORY,domestic,2025-01-06T16:49,5,10.21,31,31.8,7.09,1
P01766,JFK,international,2025-01-06T00:59,3,3.34,45,26.3,22.47,1
P01767,ORY,domestic,2025-01-26T22:39,2,6.23,16,20.9,13.9,1
P01768,FRA,international,2025-01-28T17:40,8,21.29,35,44.91,6.2,1
P01769,DXB,international,2025-01-07T06:27,9,2.41,27,10.5,4.09,1
P01770,MAD,international,2025-01-30T02:01,3,7.53,58,19.63,25.21,1
P01771,FRA,international,2025-01-09T12:10,9,20.06,22,7.03,4.2,1
P01772,DXB,international,2025-01-27T04:12,2,28.69,18,13.36,2.93,1
P01773,LYS,domestic,2025-01-09T00:45,3,15.27,37,17.88,8.86,1
P01774,JFK,international,2025-01-15T08:34,6,18.86,30,22.93,7.86,0
P01775,JFK,international,2025-01-23T12:59,5,15.08,44,17.45,11.64,0
P01776,CDG,domestic,2025-01-30T01:55,8,3.61,30,26.08,27.4,1
P01777,JFK,international,2025-01-13T14:49,5,3.98,27,20.14,2.44,0
P01778,FCO,international,2025-01-17T09:12,5,1.93,32,25.8,18.69,1
P01779,NCE,domestic,2025-01-30T19:50,4,1.81,31,5.33,0.5,0
P01780,FCO,international,2025-01-18T00:49,8,24.91,43,29.61,5.48,0
P01781,ORY,domestic,2025-01-22T08:39,3,7.28,53,26.74,27.38,1
P01782,DXB,international,2025-01-22T10:27,5,10.79,32,16.38,3.82,0
P01783,MAD,international,2025-01-02T03:23,9,2.73,22,11.35,1.91,1
P01784,JFK,international,2025-01-23T10:26,7,31.22,85,534.34,418.54,1
P01785,BOD,domestic,2025-01-29T21:07,2,9.63,20,13.63,18.19,1
P01786,LHR,international,2025-01-26T23:14,6,5.51,26,29.4,6.32,1
P01787,FRA,international,2025-01-11T02:27,1,8.82,33,8.04,2.15,1
P01788,DXB,international,2025-01-29T05:30,1,9.49,15,7.12,1.56,1
P01789,FRA,international,2025-01-21T10:50,4,1.19,18,12.05,12.25,1
P01790,FCO,international,2025-01-19T22:51,2,2.3,22,15.94,18.66,1
P01791,DXB,international,2025-01-12T13:24,2,22.33,18,20.69,8.28,1
P01792,CDG,domestic,2025-01-30T06:21,9,9.9,30,10.8,5.0,1
P01793,MAD,international,2025-01-27T21:47,3,11.37,39,26.37,17.9,1
P01794,BOD,domestic,2025-01-12T11:33,9,8.82,12,12.95,0.95,1
P01795,FRA,international,2025-01-27T16:22,2,2.17,12,14.29,20.27,0
P01796,DXB,international,2025-01-25T04:13,1,4.02,30,13.21,2.33,0
P01797,ORY,domestic,2025-01-24T17:27,1,8.93,29,7.45,1.82,1
P01798,DXB,international,2025-01-25T08:03,1,5.03,40,12.67,7.65,1
P01799,FCO,international,2025-01-25T21:54,6,7.66,39,31.65,36.01,1
P01800,ORY,domestic,2025-01-21T22:11,4,2.72,22,2.63,4.92,1
P01801,CDG,domestic,2025-01-19T09:40,4,1.24,30,6.07,5.79,1
P01802,LHR,international,2025-01-03T04:13,2,14.97,26,15.1,4.97,0
P01803,LYS,domestic,2025-01-24T09:16,7,66.7,83,90.66,20.51,1
P01804,FRA,international,2025-01-27T03:19,2,28.2,24,16.41,1.62,1
P01805,LYS,domestic,2025-01-25T15:08,1,0.71,34,6.54,5.98,1
P01806,CDG,domestic,2025-01-22T15:32,1,2.0,18,6.92,6.75,1
P01807,ORY,domestic,2025-01-28T16:37,1,1.31,29,4.88,2.4,1
P01808,LYS,domestic,2025-01-29T04:44,1,2.01,25,8.25,1.77,1
P01809,FCO,international,2025-01-23T19:08,3,10.34,67,15.54,6.86,0
P01810,FCO,international,2025-01-24T22:21,6,8.99,31,22.64,24.31,1
P01811,FCO,international,2025-01-25T10:02,5,7.15,37,19.31,17.17,1
P01812,ORY,domestic,2025-01-27T04:23,5,3.45,31,18.71,22.62,1
P01813,FCO,international,2025-01-29T12:10,5,13.23,29,26.9,4.1,1
P01814,JFK,international,2025-01-05T20:46,3,3.61,70,40.13,10.5,0
P01815,MAD,international,2025-01-17T21:44,2,0.99,18,12.13,9.16,1
P01816,JFK,international,2025-01-06T02:04,5,14.14,38,20.27,4.64,1
P01817,BOD,domestic,2025-01-13T20:27,8,10.9,44,41.15,16.62,1
P01818,FCO,international,2025-01-15T02:29,9,1.84,22,6.25,9.68,1
P01819,CDG,domestic,2025-01-17T07:12,5,7.58,63,31.18,5.95,0
P01820,DXB,international,2025-01-28T03:07,8,14.21,25,31.67,9.58,1
P01821,LYS,domestic,2025-01-28T19:11,5,23.07,41,16.45,4.39,1
P01822,DXB,international,2025-01-26T02:22,3,16.56,39,21.68,5.3,1
P01823,ORY,domestic,2025-01-04T05:03,3,5.51,50,15.03,42.97,1
P01824,DXB,international,2025-01-26T01:37,4,1.15,35,10.98,8.94,1
P01825,FCO,international,2025-01-26T19:50,8,19.1,34,45.8,25.73,0
P01826,LYS,domestic,2025-01-23T09:45,5,7.8,42,19.02,20.08,1
P01827,CDG,domestic,2025-01-23T23:18,1,3.71,28,6.32,1.43,1
P01828,CDG,domestic,2025-01-03T20:36,5,28.8,37,29.82,51.31,0
P01829,FCO,international,2025-01-25T11:29,7,486.2,84,574.86,28.48,1
P01830,JFK,international,2025-01-24T18:50,4,1.21,35,22.11,11.08,0
P01831,ORY,domestic,2025-01-13T14:30,5,4.29,24,14.33,4.06,1
P01832,AMS,international,2025-01-15T16:04,5,9.21,45,16.18,2.36,1
P01833,FRA,international,2025-01-06T13:56,8,7.1,28,25.11,7.65,1
P01834,ORY,domestic,2025-01-20T10:01,4,5.26,24,3.44,2.5,1
P01835,BOD,domestic,2025-01-04T10:21,4,3.76,35,5.21,2.85,1
P01836,FCO,international,2025-01-11T10:20,1,9.59,30,8.28,6.5,1
P01837,LHR,international,2025-01-04T06:40,2,25.63,30,19.91,4.94,1
P01838,LHR,international,2025-01-11T16:23,1,3.18,31,7.25,1.23,1
P01839,AMS,international,2025-01-20T06:54,2,13.06,22,13.8,3.06,1
P01840,DXB,international,2025-01-21T06:48,6,6.34,39,53.73,21.01,1
P01841,BOD,domestic,2025-01-30T18:43,1,2.07,30,10.39,3.97,1
P01842,CDG,domestic,2025-01-10T05:48,9,5.93,21,6.22,3.17,1
P01843,LYS,domestic,2025-01-02T17:59,6,40.08,35,28.41,3.78,1
P01844,NCE,domestic,2025-01-16T04:56,7,55.68,86,64.09,81.67,1
P01845,MAD,international,2025-01-11T15:49,8,20.78,34,24.28,27.3,1
P01846,DXB,international,2025-01-04T23:29,9,4.9,22,10.57,5.56,1
P01847,LHR,international,2025-01-24T08:52,4,12.31,28,17.84,3.13,1
P01848,DXB,international,2025-01-30T08:31,3,11.9,48,27.06,44.56,1
P01849,FRA,international,2025-01-29T12:38,1,4.1,25,4.97,7.99,1
P01850,MAD,international,2025-01-30T11:22,2,34.4,10,18.69,2.37,1
P01851,FCO,international,2025-01-17T21:46,7,123.68,72,361.46,220.1,1
P01852,NCE,domestic,2025-01-24T17:10,3,11.94,48,27.26,6.11,1
P01853,BOD,domestic,2025-01-22T17:05,4,3.42,14,4.39,0.5,1
P01854,MAD,international,2025-01-05T23:10,2,9.6,19,20.67,0.51,1
P01855,JFK,international,2025-01-03T14:26,2,2.95,11,20.03,4.86,1
P01856,CDG,domestic,2025-01-15T14:29,6,16.57,20,21.66,2.83,1
P01857,NCE,domestic,2025-01-13T09:44,5,9.5,53,22.14,21.41,1
P01858,LHR,international,2025-01-21T02:42,1,0.79,16,8.07,6.52,1
P01859,AMS,international,2025-01-28T04:51,2,2.05,17,15.94,6.48,1
P01860,FCO,international,2025-01-01T12:49,6,1.85,32,19.35,22.45,1
P01861,CDG,domestic,2025-01-08T16:11,2,10.95,21,13.49,11.26,1
P01862,LHR,international,2025-01-18T02:08,4,2.88,23,14.67,5.93,0
P01863,ORY,domestic,2025-01-23T17:18,6,18.69,39,37.98,2.27,0
P01864,BOD,domestic,2025-01-14T12:10,5,6.74,33,15.94,5.54,1
P01865,DXB,international,2025-01-29T23:26,2,26.36,21,17.4,2.78,1
P01866,ORY,domestic,2025-01-18T09:00,1,5.6,21,9.57,0.5,0
P01867,LYS,domestic,2025-01-16T21:06,3,8.3,41,17.67,3.42,1
P01868,FCO,international,2025-01-16T11:29,3,21.14,47,24.21,1.37,1
P01869,CDG,domestic,2025-01-30T23:56,7,87.05,80,108.12,51.36,1
